"Date,Open,High,Low,Close,Adj Close,Volume"
"2023-03-01,131.24742142153477,135.22461601006611,129.92168989202432,132.57315295104522,129.92168989202432,1874371"
"2023-03-02,130.5882871704245,134.5455079937707,129.26921356264242,131.90736077820657,129.26921356264242,2459933"
"2023-03-03,126.85732237227714,130.70148365628555,125.57593527760767,128.1387094669466,125.57593527760767,3832868"
"2023-03-06,125.15782951860652,128.95049101917036,123.89360901841857,126.42205001879447,123.89360901841857,2154454"
"2023-03-07,124.12993637281622,127.89144959623489,122.87609863167667,125.38377411395578,122.87609863167667,4872998"
"2023-03-08,126.87847660276591,130.72327892406187,125.59687582900061,128.16007737653123,125.59687582900061,1973548"
"2023-03-09,127.87731038163459,131.75238039319927,126.58562037777969,129.16900038548948,126.58562037777969,4344014"
"2023-03-10,123.4961310287641,127.23843802963574,122.24869536180688,124.74356669572131,122.24869536180688,3870442"
"2023-03-13,124.42008948676688,128.19039522879012,123.16332090609248,125.6768580674413,123.16332090609248,4920412"
"2023-03-14,123.58627014047033,127.33130862957549,122.33792397743528,124.83461630350538,122.33792397743528,2213475"
"2023-03-15,122.036691106734,125.73477265542292,120.80399725717103,123.26938495629697,120.80399725717103,3021900"
"2023-03-16,123.65166680421245,127.3986870104007,122.40266006881636,124.90067353960853,122.40266006881636,4470495"
"2023-03-17,126.3250146596361,130.1530454068978,125.04900441054886,127.60102490872333,125.04900441054886,1999238"
"2023-03-20,128.80421916828735,132.70737732490213,127.50316644941577,130.10527188715895,127.50316644941577,3959034"
"2023-03-21,126.77112823163492,130.6126775719875,125.49061178485073,128.0516446784191,125.49061178485073,2928434"
"2023-03-22,126.11391532486971,129.93554912259302,124.84003739229526,127.38779325744414,124.84003739229526,1379989"
"2023-03-23,127.07556780695967,130.92634258898875,125.79197621294998,128.35915940096936,125.79197621294998,3512667"
"2023-03-24,129.68200239377435,133.61176004207056,128.37208317767562,130.9919216098731,128.37208317767562,1043585"
