"Date,Open,High,Low,Close,Adj Close,Volume"
"2023-02-09,210.90200813170034,217.29297807508522,208.77168481723874,213.03233144616198,208.77168481723874,1345949"
"2023-02-10,215.48924336451432,222.01922043616628,213.31258434063034,217.6659023883983,213.31258434063034,1207121"
"2023-02-13,214.04251964098816,220.52865659980597,211.8804739880489,216.20456529392743,211.8804739880489,3975802"
"2023-02-14,216.48182525348147,223.04188056419304,214.29514014991094,218.66851035705199,214.29514014991094,4363426"
"2023-02-15,224.00059791707113,230.78849482364905,221.73796561487848,226.26323021926376,221.73796561487848,1910622"
"2023-02-16,218.28426776565112,224.89894254642843,216.0793761720587,220.48915935924356,216.0793761720587,1887264"
"2023-02-17,224.7410452464088,231.55137995084544,222.47093367826324,227.01115681455434,222.47093367826324,2993716"
"2023-02-20,215.57451300748477,222.1070740077116,213.39699267407585,217.75203334089372,213.39699267407585,4705085"
"2023-02-21,215.2303701246797,221.7525025527003,213.05632598200614,217.40441426735322,213.05632598200614,1319571"
"2023-02-22,218.16405885748264,224.77509094407304,215.96038149528584,220.36773621967944,215.96038149528584,1463336"
"2023-02-23,215.82299242072,222.36308310013578,213.64296219424807,218.00302264719193,213.64296219424807,4459318"
"2023-02-24,217.2936969698087,223.8783544537423,215.09881114183082,219.48858279778656,215.09881114183082,1791618"
"2023-02-27,223.0046245399206,229.76234043506972,220.75205257487087,225.2571965049703,220.75205257487087,2634502"
"2023-02-28,224.52121111718213,231.32488418133917,222.25332009579645,226.7891021385678,222.25332009579645,3169312"
"2023-03-01,215.89830113485394,222.4406738965162,213.71751021429984,218.079092055408,213.71751021429984,3611025"
"2023-03-02,219.58543774987794,226.23954192411668,217.3674030251317,221.8034724746242,217.3674030251317,3464561"
"2023-03-03,224.33090011171657,231.128806175708,222.06493142371943,226.59686879971372,222.06493142371943,3699582"
"2023-03-06,225.08509133644995,231.90585167997875,222.8115045552737,227.35867811762623,222.8115045552737,3398680"
"2023-03-07,225.21179926420993,232.03639924191327,222.93693260497548,227.48666592344438,222.93693260497548,1976467"
"2023-03-08,225.64799269243142,232.48581065280814,223.36872003897253,227.92726534589033,223.36872003897253,4580597"
"2023-03-09,218.5231444200468,225.14505788732095,216.3158399309554,220.73044890913818,216.3158399309554,1830843"
"2023-03-10,217.02687016488872,223.60344198806717,214.8346795571626,219.21906077261488,214.8346795571626,2848416"
"2023-03-13,224.62703268491435,231.4339124632451,222.35807275880413,226.8959926110246,222.35807275880413,4222822"
"2023-03-14,229.61972678997117,236.5779003290612,227.3003356102745,231.93911796966785,227.3003356102745,3833820"
"2023-03-15,233.04475104750856,240.10671320046336,230.69076366319027,235.3987384318268,230.69076366319027,4852956"
"2023-03-16,231.24569884231394,238.253144261778,228.9098837024926,233.5815139821353,228.9098837024926,3143215"
"2023-03-17,229.93711818794938,236.90490964819028,227.61452103453573,232.259715341363,227.61452103453573,4369730"
"2023-03-20,232.9361170313374,239.99478724440823,230.5832269603138,235.289007102361,230.5832269603138,1693333"
"2023-03-21,233.67587070167878,240.75695769263874,231.3155083713588,236.03623303199876,231.3155083713588,4865466"
"2023-03-22,234.08137745357328,241.174752527924,231.71691909545638,236.4458358116902,231.71691909545638,4608638"
"2023-03-23,231.7922328987671,238.8162399563055,229.45089721292098,234.13356858461324,229.45089721292098,3289787"
"2023-03-24,234.3381362740068,241.4392919186737,231.9710843924512,236.70518815556244,231.9710843924512,1992622"
